id,title,original_language,release_date,vote_count,vote_average,adult,genre_names
895744,Studio 666,en,24-02-22,106,6.3,FALSE,"Comedy, Horror, Music"
869399,The Passenger,es,03-06-22,25,6.4,FALSE,Horror
697799,WarHunt,en,21-01-22,60,5.1,FALSE,"Action, Fantasy, Horror, Thriller, War"
632357,The Unholy,en,31-03-21,1737,6.7,FALSE,"Horror, Mystery"
814800,Goodnight Mommy,en,16-09-22,159,6.2,FALSE,"Drama, Horror, Thriller"
893370,Virus:32,es,21-04-22,155,7.2,FALSE,Horror
602223,The Forever Purge,en,30-06-21,1904,7.2,FALSE,"Action, Horror, Thriller"
482373,Don't Breathe 2,en,12-08-21,1847,7.3,FALSE,"Horror, Thriller"
8922,Jeepers Creepers,en,01-07-01,2395,6.4,FALSE,"Horror, Thriller"
531219,Roald Dahl's The Witches,en,25-10-20,2331,6.4,FALSE,"Adventure, Comedy, Family, Fantasy, Horror"
820511,Ripper Untold,en,28-06-21,107,6.2,FALSE,Horror
982543,V for Vengeance,en,07-06-22,49,6.8,FALSE,"Action, Horror"
138843,The Conjuring,en,18-07-13,9735,7.5,FALSE,"Horror, Thriller"
11351,Jeepers Creepers 2,en,"it will test their ability to stick together  as the insatiable menace tries to tear them apart!\"",08-08-03,1287,Released,FALSE
830788,The Invitation,en,24-08-22,176,6.3,FALSE,"Horror, Thriller"
897424,Dark Cloud,en,09-05-22,60,6.6,FALSE,"Horror, Science Fiction, Thriller"
829358,Queen of Spades,en,11-06-21,66,6.6,FALSE,Horror
926762,Living with Chucky,en,13-08-22,2,2,FALSE,"Documentary, Horror"
870671,The Hunting,en,21-01-22,28,4.9,FALSE,Horror
938596,Bull Shark,en,05-02-22,52,5.5,FALSE,"Horror, Thriller"
424139,Halloween,en,18-10-18,3974,6.5,FALSE,"Horror, Thriller"
520763,A Quiet Place Part II,en,21-05-21,4721,7.6,FALSE,"Horror, Science Fiction, Thriller"
609972,Paranormal Activity: Next of Kin,en,29-10-21,426,6.4,FALSE,"Horror, Mystery, Thriller"
631843,Old,en,21-07-21,3080,6.5,FALSE,"Horror, Mystery, Thriller"
522444,Black Water: Abyss,en,09-07-20,351,5.1,FALSE,"Adventure, Horror, Mystery, Thriller"
633802,Dark Spell,ru,11-02-21,120,6.8,FALSE,"Fantasy, Horror, Mystery, Romance, Thriller"
926899,The House,en,14-01-22,740,7,FALSE,"Animation, Comedy, Drama, Fantasy, Horror"
159211,The Haunting of Helena,en,14-01-13,129,5.5,FALSE,"Horror, Thriller"
75624,Naruto Shippuden the Movie: Blood Prison,ja,30-07-11,404,7.2,FALSE,"Action, Animation, Comedy, Horror, Mystery, Thriller"
11932,Bride of Chucky,en,16-10-98,1495,6,FALSE,"Comedy, Horror"
666479,Sonre,eo,23-10-12,1,2,FALSE,Horror
23823,Wrong Turn 3: Left for Dead,en,20-10-09,904,5.6,FALSE,"Horror, Thriller"
775943,Tarumama,es,29-07-21,27,4.5,FALSE,"Drama, Horror"
259693,The Conjuring 2,en,08-06-16,7061,7.3,FALSE,"Horror, Thriller"
72190,World War Z,en,20-06-13,13440,6.8,FALSE,"Action, Drama, Horror, Science Fiction, Thriller"
439079,The Nun,en,05-09-18,5393,5.8,FALSE,"Horror, Mystery, Thriller"
854535,The Legacy of Chucky,en,25-07-21,12,6.4,FALSE,"Documentary, Horror"
811072,Two,es,23-07-21,266,5.4,FALSE,"Horror, Thriller"
184345,A Haunted House 2,en,17-04-14,1126,6,FALSE,"Comedy, Horror"
71672,Wrong Turn 4: Bloody Beginnings,en,17-10-11,857,5.7,FALSE,"Horror, Thriller"
13186,Wrong Turn 2: Dead End,en,25-08-07,1084,6,FALSE,"Horror, Thriller"
943221,Mal de Ojo,es,22-09-22,4,3.3,FALSE,Horror
504175,Chucky's Vacation Slides,en,07-06-05,7,6.3,FALSE,"Comedy, Horror"
561,Constantine,en,08-02-05,5863,7,FALSE,"Action, Fantasy, Horror"
516329,Antlers,en,28-10-21,782,6.3,FALSE,"Drama, Horror, Mystery"
630586,Wrong Turn,en,26-01-21,804,6,FALSE,"Horror, Thriller"
360784,Hidden,en,15-09-15,712,6.8,FALSE,"Horror, Thriller"
345940,The Meg,en,09-08-18,6068,6.2,FALSE,"Action, Horror, Science Fiction"
393345,Cult of Chucky,en,a string of new,"grisly deaths leads Nica to wonder if she isn't crazy after all.\"",23-10-17,5.8,Released
481084,The Addams Family,en,10-10-19,1851,6.6,FALSE,"Animation, Comedy, Family, Fantasy, Horror"
672582,The Deep House,en,30-06-21,717,6.3,FALSE,Horror
125509,Wrong Turn 5: Bloodlines,en,23-10-12,750,5.4,FALSE,"Horror, Thriller"
523936,Meander,fr,26-05-21,284,6,FALSE,"Drama, Horror, Science Fiction, Thriller"
591273,Fear Street: 1994,en,28-06-21,1708,6.8,FALSE,"Fantasy, Horror, Mystery"
774021,Demonic,en,29-07-21,153,4.9,FALSE,"Drama, Horror, Science Fiction"
22894,Legion,en,21-01-10,2190,5.8,FALSE,"Action, Fantasy, Horror"
663712,Terrifier 2,en,06-10-22,1,8,FALSE,"Horror, Thriller"
948,Halloween,en,24-10-78,4421,7.6,FALSE,"Horror, Thriller"
10585,Child's Play,en,09-11-88,2335,6.6,FALSE,Horror
139038,A Haunted House,en,11-01-13,1499,5.8,FALSE,"Comedy, Horror"
442249,The First Purge,en,04-07-18,3413,6,FALSE,"Action, Horror, Thriller"
346364,It,en,06-09-17,16900,7.2,FALSE,"Fantasy, Horror"
998340,Smile,en,16-11-16,0,0,FALSE,Horror
280002,The Remaining,en,25-08-14,285,5.7,FALSE,"Horror, Thriller"
591274,Fear Street: 1978,en,08-07-21,1406,7.3,FALSE,"Fantasy, Horror, Mystery"
760195,Separation,en,30-04-21,161,5.8,FALSE,"Drama, Horror"
768447,Motherly,en,04-08-22,8,6,FALSE,"Horror, Thriller"
843906,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,en,14-09-21,318,8.1,FALSE,"Animation, Comedy, Family, Fantasy, Horror, Mystery"
879497,Smile,en,17-08-22,2,4,FALSE,Horror
72331,Abraham Lincoln: Vampire Hunter,en,20-06-12,2855,5.7,FALSE,"Action, Fantasy, Horror"
913290,Barbarian,en,08-09-22,61,7.2,FALSE,"Horror, Mystery, Thriller"
11249,Seed of Chucky,en,11-11-04,1252,5.4,FALSE,"Comedy, Horror"
40012,Raising Jeffrey Dahmer,en,13-04-06,4,6.8,FALSE,"Drama, Horror"
9552,The Exorcist,en,26-12-73,6535,7.7,FALSE,Horror
723072,Host,en,04-12-20,599,6.5,FALSE,"Horror, Mystery, Thriller"
503736,Army of the Dead,en,14-05-21,3233,6.3,FALSE,"Action, Crime, Horror, Thriller"
871964,Nobody Sleeps in the Woods Tonight 2,pl,27-10-21,244,4.7,FALSE,"Comedy, Horror, Thriller"
11186,Child's Play 2,en,09-11-90,1434,6.2,FALSE,"Horror, Thriller"
2082,Halloween,en,31-08-07,1873,6.2,FALSE,Horror
676845,Come Play With Me,es,25-02-21,155,7,FALSE,Horror
617708,La Llorona,es,25-07-19,271,6.4,FALSE,"Drama, Horror, Thriller"
630240,Titane,fr,14-07-21,903,6.5,FALSE,"Drama, Horror, Thriller"
839436,Dragon Fury,en,15-06-21,38,6,FALSE,"Fantasy, Horror, Mystery"
25769,Carriers,en,04-09-09,1174,6.1,FALSE,"Action, Drama, Horror, Science Fiction, Thriller"
396535,Train to Busan,ko,20-07-16,5939,7.8,FALSE,"Action, Horror, Science Fiction, Thriller"
176,Saw,en,01-10-04,7650,7.4,FALSE,"Crime, Horror, Mystery"
895001,The Whole Truth,th,02-12-21,148,6.3,FALSE,"Drama, Horror, Mystery, Thriller"
70112,Dahmer vs. Gacy,en,24-04-10,5,1.8,FALSE,"Comedy, Horror"
316727,The Purge: Election Year,en,29-06-16,4614,6.4,FALSE,"Action, Horror, Thriller"
480414,The Curse of La Llorona,en,17-04-19,1998,5.7,FALSE,"Horror, Thriller"
47044,The Secret Life: Jeffrey Dahmer,en,01-01-93,16,5.2,FALSE,"Drama, Horror, Thriller"
739990,Nightbooks,en,15-09-21,274,6.4,FALSE,"Family, Fantasy, Horror"
9902,Wrong Turn,en,30-05-03,2127,6.3,FALSE,"Horror, Thriller"
861057,Swim,en,13-08-21,37,6.5,FALSE,"Action, Horror"
11187,Child's Play 3,en,30-08-91,1234,5.9,FALSE,"Horror, Thriller"
338947,Hellraiser,en,28-09-22,22,5.8,FALSE,"Horror, Mystery"
514847,The Hunt,en,11-03-20,2477,6.7,FALSE,"Action, Horror, Thriller"
521029,Annabelle Comes Home,en,26-06-19,2870,6.4,FALSE,"Horror, Mystery, Thriller"
619778,Malignant,en,01-09-21,1647,6.9,FALSE,"Horror, Mystery, Thriller"
776797,The Sadness,zh,22-01-21,366,6.7,FALSE,"Horror, Thriller"
676547,Prey for the Devil,en,26-10-22,0,0,FALSE,"Horror, Thriller"
675024,The Exorcism of Carmen Farias,es,05-05-21,93,6.1,FALSE,Horror
9373,The Texas Chainsaw Massacre,en,21-05-03,2163,6.2,FALSE,Horror
381288,Split,en,15-11-16,15360,7.3,FALSE,"Horror, Thriller"
301804,Before I Wake,en,07-04-16,1560,6.4,FALSE,"Drama, Fantasy, Horror, Thriller"
493922,Hereditary,en,07-06-18,6057,7.3,FALSE,"Horror, Mystery, Thriller"
9532,Final Destination,en,17-03-00,4585,6.6,FALSE,Horror
167032,Curse of Chucky,en,04-10-13,1280,5.9,FALSE,"Horror, Thriller"
533642,Child's Play,en,19-06-19,1608,6,FALSE,Horror
576845,Last Night in Soho,en,21-10-21,2031,7.5,FALSE,"Fantasy, Horror, Mystery, Thriller"
158015,The Purge,en,31-05-13,7386,6.3,FALSE,"Horror, Science Fiction, Thriller"
396422,Annabelle: Creation,en,03-08-17,4859,6.6,FALSE,"Horror, Mystery, Thriller"
754934,Son,en,18-03-21,206,6,FALSE,"Horror, Thriller"
786300,Tentacles,en,12-02-21,90,6.2,FALSE,"Horror, Romance"
57084,Satanic Pandemonium,es,26-06-75,55,6.6,FALSE,"Horror, Mystery, Thriller"
636879,A Nun's Curse,en,12-05-20,93,6.2,FALSE,Horror
6537,The Orphanage,es,20-05-07,2442,7.2,FALSE,"Drama, Horror, Thriller"
607383,Aquaslash,en,29-07-19,124,4.2,FALSE,"Comedy, Horror"
60304,Hansel & Gretel: Witch Hunters,en,17-01-13,6015,6,FALSE,"Action, Fantasy, Horror"
751237,Umma,en,18-03-22,162,5.6,FALSE,"Horror, Mystery"
565,The Ring,en,18-10-02,5208,6.6,FALSE,"Horror, Mystery"
55779,Final Destination 5,en,12-08-11,2809,6.1,FALSE,"Horror, Mystery"
126889,Alien: Covenant,en,09-05-17,7298,6.1,FALSE,"Horror, Mystery, Science Fiction"
49018,Insidious,en,13-09-10,5689,6.9,FALSE,"Horror, Thriller"
440,Aliens vs Predator: Requiem,en,25-12-07,2334,5.1,FALSE,"Action, Fantasy, Horror, Science Fiction, Thriller"
227348,Paranormal Activity: The Marked Ones,en,01-01-14,1235,5.4,FALSE,"Horror, Thriller"
257445,Goosebumps,en,05-08-15,3302,6.3,FALSE,"Adventure, Comedy, Horror"
6466,Freddy vs. Jason,en,15-08-03,2084,6,FALSE,Horror
874924,Smile,en,01-12-13,0,0,FALSE,"Horror, Thriller"
23827,Paranormal Activity,en,14-09-07,4309,6,FALSE,"Horror, Mystery"
740925,No One Gets Out Alive,en,29-09-21,459,6,FALSE,"Horror, Mystery, Thriller"
7342,Carrie,en,04-11-02,379,6.1,FALSE,"Drama, Horror, TV Movie"
590995,The Craft: Legacy,en,28-10-20,615,6.3,FALSE,"Drama, Fantasy, Horror"
23202,Trick 'r Treat,en,26-10-07,1457,7,FALSE,Horror
10781,The Texas Chainsaw Massacre: The Beginning,en,05-10-06,1445,6.1,FALSE,"Horror, Thriller"
745881,The Medium,th,14-07-21,429,7,FALSE,"Horror, Thriller"
310131,The Witch,en,27-01-15,5790,6.9,FALSE,"Drama, Fantasy, Horror, Mystery"
664356,The Cannibal Killer: The Real Story of Jeffrey Dahmer,en,"the story explores the psychodynamics of Jeffrey Dahmer's relationships with his victims both pre and postmortem.\"",15-01-20,1,Released,FALSE
8329,[REC],es,23-11-07,3576,7.2,FALSE,"Horror, Mystery"
681019,Nobody Sleeps in the Woods Tonight,pl,13-03-20,535,5.3,FALSE,"Horror, Thriller"
419430,Get Out,en,24-02-17,14721,7.6,FALSE,"Horror, Mystery, Thriller"
11152,The Ruins,en,02-04-08,908,5.9,FALSE,Horror
250546,Annabelle,en,02-10-14,5341,5.7,FALSE,Horror
11357,Halloween 4: The Return of Michael Myers,en,21-10-88,1311,6.1,FALSE,"Horror, Thriller"
91586,Insidious: Chapter 2,en,12-09-13,3528,6.7,FALSE,"Horror, Thriller"
4232,Scream,en,20-12-96,5318,7.4,FALSE,"Crime, Horror, Mystery"
715658,The Scientist,en,21-09-20,99,6.2,FALSE,"Drama, Horror"
37169,The Human Centipede (First Sequence),en,26-04-09,1772,5.2,FALSE,Horror
52520,Underworld: Awakening,en,19-01-12,3573,6.3,FALSE,"Action, Fantasy, Horror"
9286,Final Destination 3,en,09-02-06,3174,6.1,FALSE,"Horror, Mystery"
602734,Spiral: From the Book of Saw,en,12-05-21,1362,6.1,FALSE,"Crime, Horror, Mystery"
591275,Fear Street: 1666,en,14-07-21,1251,7.3,FALSE,"Horror, Mystery"
273477,Scouts Guide to the Zombie Apocalypse,en,23-10-15,1580,6.5,FALSE,"Comedy, Horror"
670429,Witch Hunt,en,01-10-21,210,6.9,FALSE,"Drama, Fantasy, Horror, Thriller"
295830,Attack on Titan,ja,01-08-15,586,5.9,FALSE,"Action, Fantasy, Horror, Science Fiction"
82507,Sinister,en,29-03-12,4563,6.8,FALSE,"Horror, Mystery, Thriller"
19908,Zombieland,en,07-10-09,10704,7.3,FALSE,"Comedy, Horror"
442062,Goosebumps 2: Haunted Halloween,en,11-10-18,1234,6.1,FALSE,"Adventure, Comedy, Family, Fantasy, Horror"
720026,Butchers,en,15-10-20,152,5,FALSE,Horror
926980,The Privilege,de,09-02-22,179,5.1,FALSE,Horror
9358,Final Destination 2,en,31-01-03,3321,6.2,FALSE,"Horror, Mystery"
647302,Benny Loves You,en,21-11-19,139,6.2,FALSE,"Comedy, Horror"
460019,Truth or Dare,en,12-04-18,3562,6,FALSE,"Horror, Thriller"
447332,A Quiet Place,en,03-04-18,12032,7.4,FALSE,"Drama, Horror, Science Fiction"
694,The Shining,en,23-05-80,14911,8.2,FALSE,"Horror, Thriller"
346672,Underworld: Blood Wars,en,24-11-16,3221,5.8,FALSE,"Action, Fantasy, Horror, Thriller"
9003,Hellraiser,en,11-09-87,1933,6.9,FALSE,"Fantasy, Horror"
10066,House of Wax,en,30-04-05,2505,5.9,FALSE,"Horror, Thriller"
397243,The Autopsy of Jane Doe,en,"\"\" they discover increasingly bizarre clues that hold the key to her terrifying secrets.\"",21-12-16,3423,Released,FALSE
581392,Peninsula,ko,15-07-20,1971,6.8,FALSE,"Action, Horror, Thriller"
9792,The Hills Have Eyes,en,10-03-06,2447,6.4,FALSE,"Horror, Thriller"
565028,Candyman,en,25-08-21,1108,6.1,FALSE,"Horror, Mystery, Thriller"
793002,Dreamcatcher,en,05-03-21,93,6,FALSE,"Horror, Mystery, Thriller"
11284,Freddy's Dead: The Final Nightmare,en,05-09-91,1029,5.3,FALSE,"Horror, Thriller"
13207,Friday the 13th,en,11-02-09,2106,5.8,FALSE,Horror
238636,The Purge: Anarchy,en,17-07-14,5695,6.7,FALSE,"Horror, Thriller"
509635,Alone,en,10-09-20,474,6.3,FALSE,"Horror, Thriller"
116322,The Legend of La Llorona,es,21-10-11,191,7.8,FALSE,"Animation, Family, Fantasy, Horror"
348,Alien,en,25-05-79,12083,8.1,FALSE,"Horror, Science Fiction"
777620,Caged,en,26-01-21,86,6.7,FALSE,"Horror, Thriller"
420634,Terrifier,en,15-10-16,612,6.5,FALSE,"Horror, Thriller"
585216,Escape Room: Tournament of Champions,en,01-07-21,1341,6.7,FALSE,"Horror, Mystery, Thriller"
19994,Jennifer's Body,en,18-09-09,3104,5.8,FALSE,"Comedy, Horror"
259072,Wrong Turn 6: Last Resort,en,22-08-14,664,5.3,FALSE,Horror
215,Saw II,en,28-10-05,4357,6.6,FALSE,Horror
523931,Megalodon,en,10-08-18,223,5.7,FALSE,"Action, Horror, Science Fiction, TV Movie"
575088,Baba Yaga: Terror of the Dark Forest,ru,27-02-20,187,5.9,FALSE,Horror
524251,I See You,en,11-09-19,1041,7,FALSE,"Crime, Horror, Mystery, Thriller"
24150,Halloween II,en,28-08-09,1120,5.4,FALSE,Horror
340382,Attack on Titan II: End of the World,ja,01-09-15,232,5.9,FALSE,"Action, Fantasy, Horror, Science Fiction"
16871,Drag Me to Hell,en,15-03-09,3052,6.4,FALSE,"Horror, Thriller"
839440,Dinosaur Hotel,en,11-06-21,63,5.2,FALSE,"Horror, Mystery, Science Fiction"
11237,Anacondas: The Hunt for the Blood Orchid,en,26-08-04,765,5.4,FALSE,"Action, Adventure, Horror"
14001,Dead Silence,en,16-03-07,1893,6.4,FALSE,Horror
214,Saw III,en,27-10-06,3653,6.4,FALSE,"Crime, Horror, Thriller"
4488,Friday the 13th,en,09-05-80,2289,6.4,FALSE,Horror
530385,Midsommar,en,03-07-19,5237,7.1,FALSE,"Drama, Horror, Mystery"
338967,Zombieland: Double Tap,en,09-10-19,4691,7,FALSE,"Comedy, Horror"
11361,Halloween 5: The Revenge of Michael Myers,en,12-10-89,927,5.4,FALSE,"Horror, Thriller"
36647,Blade,en,"half-mortal man - becomes the protector of humanity against an underground army of vampires.\"",21-08-98,4965,Released,FALSE
43947,I Spit on Your Grave,en,17-06-10,1836,6.5,FALSE,"Crime, Horror, Thriller"
30497,The Texas Chain Saw Massacre,en,01-10-74,2525,7.3,FALSE,Horror
793967,Phobias,en,28-02-21,35,5.2,FALSE,"Horror, Thriller"
22970,The Cabin in the Woods,en,12-04-12,6741,6.6,FALSE,"Fantasy, Horror"
732713,Evil Eye,en,01-04-20,135,5.5,FALSE,"Horror, Mystery, Thriller"
714277,The Funeral Home,es,15-04-21,24,4.5,FALSE,Horror
611651,Sator,en,21-07-19,84,5.2,FALSE,Horror
1091,The Thing,en,25-06-82,5566,8,FALSE,"Horror, Mystery, Science Fiction"
441701,Veronica,es,25-08-17,1474,6.2,FALSE,Horror
406563,Insidious: The Last Key,en,03-01-18,2313,6.2,FALSE,"Horror, Mystery, Thriller"
839678,Unhuman,en,03-06-22,59,5.7,FALSE,"Comedy, Horror"
675327,Shadow in the Cloud,en,31-12-20,652,5.7,FALSE,"Action, Horror, War"
76617,Texas Chainsaw 3D,en,03-01-13,1346,5.5,FALSE,"Horror, Thriller"
72571,Paranormal Activity 3,en,19-10-11,1878,5.9,FALSE,"Horror, Mystery"
792657,Safer at Home,en,26-02-21,116,5.5,FALSE,"Horror, Thriller"
842033,Ghost Mansion,ko,30-06-21,94,7.3,FALSE,Horror
663,Saw IV,en,25-10-07,3038,6.2,FALSE,"Crime, Horror, Thriller"
901385,Significant Other,en,06-10-22,3,6.3,FALSE,"Horror, Science Fiction, Thriller"
576004,Porno,en,28-06-19,249,6.4,FALSE,"Comedy, Horror"
284303,Goodnight Mommy,de,07-10-14,1294,6.7,FALSE,"Drama, Horror, Mystery, Thriller"
480157,House of the Witch,en,07-10-17,120,4.7,FALSE,"Horror, TV Movie"
357096,I Spit on Your Grave III: Vengeance is Mine,en,01-10-15,781,5.7,FALSE,"Horror, Thriller"
300668,Annihilation,en,22-02-18,7378,6.4,FALSE,"Horror, Science Fiction"
340102,The New Mutants,en,26-08-20,2819,6.2,FALSE,"Action, Horror, Mystery, Science Fiction"
9793,The Hills Have Eyes 2,en,22-03-07,1175,5.5,FALSE,"Horror, Thriller"
1562,28 Weeks Later,en,26-04-07,3514,6.6,FALSE,"Horror, Science Fiction, Thriller"
300669,Don't Breathe,en,08-06-16,6387,7,FALSE,"Horror, Thriller"
19912,The Final Destination,en,26-08-09,2670,5.6,FALSE,"Horror, Mystery"
263472,Knock Knock,en,26-06-15,2621,5.3,FALSE,"Drama, Horror, Thriller"
676840,El amarre,es,21-10-21,89,7,FALSE,Horror
760883,Blood Red Sky,de,23-07-21,1230,7,FALSE,"Action, Horror, Thriller"
8643,The Exorcism of Emily Rose,en,09-09-05,2333,6.5,FALSE,"Crime, Drama, Horror, Thriller"
512025,There's Someone Inside Your House,en,24-09-21,476,5.6,FALSE,"Horror, Mystery, Thriller"
643586,Willy's Wonderland,en,12-02-21,603,6.1,FALSE,"Action, Comedy, Horror"
800497,Werewolves Within,en,25-06-21,345,6.1,FALSE,"Comedy, Horror"
10987,Halloween: The Curse of Michael Myers,en,29-09-95,840,5.2,FALSE,"Horror, Thriller"
645856,The Seventh Day,en,26-03-21,206,5.4,FALSE,Horror
9378,Thir13en Ghosts,en,a ghost hunter,and his rival Kalina,a ghost rights activist out to set the ghosts free,26-10-01,1695
74997,The Human Centipede 2 (Full Sequence),en,06-10-11,1067,4.8,FALSE,"Crime, Drama, Horror"
185341,[REC] Apocalypse,es,31-10-14,935,5.5,FALSE,"Horror, Thriller"
703745,Deep Blue Sea 3,en,25-08-20,227,5.8,FALSE,"Action, Horror, Science Fiction"
698320,The Mad Hatter,en,29-01-21,50,5.7,FALSE,"Horror, Thriller"
578,Jaws,en,20-06-75,8659,7.6,FALSE,"Adventure, Horror, Thriller"
622420,The Jack in the Box,en,09-11-19,243,5.9,FALSE,Horror
4233,Scream 2,en,12-12-97,3103,6.4,FALSE,"Horror, Mystery"
395,AVP: Alien vs. Predator,en,12-08-04,3654,5.9,FALSE,"Action, Adventure, Horror, Science Fiction"
614696,#Alive,ko,24-06-20,1365,7.3,FALSE,"Action, Horror, Thriller"
1690,Hostel,en,17-09-05,3023,5.9,FALSE,Horror
623491,The Babysitter: Killer Queen,en,10-09-20,1191,6.4,FALSE,"Comedy, Horror"
2668,Sleepy Hollow,en,19-11-99,5700,7.2,FALSE,"Drama, Fantasy, Horror, Mystery, Thriller"
43593,Piranha 3D,en,20-08-10,1829,5.4,FALSE,"Comedy, Horror"
7131,Van Helsing,en,05-05-04,4987,6.3,FALSE,"Action, Adventure, Horror"
23988,Stan Helsing,en,27-10-09,386,4.2,FALSE,"Comedy, Horror"
59429,Paranormal Activity: Tokyo Night,ja,20-11-10,360,6,FALSE,"Horror, Thriller"
270303,It Follows,en,24-09-14,5456,6.6,FALSE,"Horror, Mystery"
119278,Smiley,en,12-10-12,330,4.4,FALSE,Horror
347548,Containment,en,09-07-15,156,5.9,FALSE,"Horror, Science Fiction, Thriller"
11281,Halloween II,en,30-10-81,1591,6.5,FALSE,"Horror, Thriller"
109428,Evil Dead,en,05-04-13,3758,6.5,FALSE,Horror
779202,Insensate,pt,04-08-21,74,6.7,FALSE,"Horror, Mystery, Thriller"
1691,Hostel: Part II,en,08-06-07,1645,5.8,FALSE,Horror
207768,I Spit on Your Grave 2,en,25-08-13,1043,6.3,FALSE,"Crime, Horror, Thriller"
511987,Crawl,en,11-07-19,2608,6.3,FALSE,"Action, Horror, Thriller"
170,28 Days Later,en,31-10-02,5557,7.2,FALSE,"Horror, Science Fiction, Thriller"
9645,Ghost Ship,en,25-10-02,1978,5.9,FALSE,"Horror, Mystery, Thriller"
573680,The Banishing,en,29-04-21,89,5.4,FALSE,Horror
9730,Friday the 13th: The Final Chapter,en,13-04-84,1013,6.1,FALSE,Horror
280092,Insidious: Chapter 3,en,28-05-15,2833,6.3,FALSE,"Drama, Horror, Thriller"
664168,Fat Ass Zombies,en,18-02-20,48,4.8,FALSE,"Comedy, Horror"
520023,Bodies Bodies Bodies,en,"setting off a paranoid and dangerous chain of events.\"",05-08-22,156,Released,FALSE
11442,Halloween: Resurrection,en,01-07-02,1000,4.7,FALSE,"Horror, Thriller"
431075,Polaroid,en,10-01-19,842,6,FALSE,"Horror, Mystery, Thriller"
10320,The Ring Two,en,17-03-05,1935,5.7,FALSE,"Drama, Horror, Thriller"
